car_ID,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,company_name,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,enginetype,cylindernumber,fuelsystem,Actual Price,Predicted Price
149,0,96.9,173.6,65.4,54.9,2420,108,3.62,2.64,9.0,82,4800,23,29,subaru,gas,std,four,wagon,4wd,front,ohcf,four,2bbl,8013.0,8734.756182121968
150,0,96.9,173.6,65.4,54.9,2650,108,3.62,2.64,7.7,111,4800,23,23,subaru,gas,turbo,four,wagon,4wd,front,ohcf,four,mpfi,11694.0,13325.385484544693
151,1,95.7,158.7,63.6,54.5,1985,92,3.05,3.03,9.0,62,4800,35,39,toyota,gas,std,two,hatchback,fwd,front,ohc,four,2bbl,5348.0,6077.257435254804
152,1,95.7,158.7,63.6,54.5,2040,92,3.05,3.03,9.0,62,4800,31,38,toyota,gas,std,two,hatchback,fwd,front,ohc,four,2bbl,6338.0,6441.827861319965
153,1,95.7,158.7,63.6,54.5,2015,92,3.05,3.03,9.0,62,4800,31,38,toyota,gas,std,four,hatchback,fwd,front,ohc,four,2bbl,6488.0,6387.29753550543
154,0,95.7,169.7,63.6,59.1,2280,92,3.05,3.03,9.0,62,4800,31,37,toyota,gas,std,four,wagon,fwd,front,ohc,four,2bbl,6918.0,7565.2479741019215
155,0,95.7,169.7,63.6,59.1,2290,92,3.05,3.03,9.0,62,4800,27,32,toyota,gas,std,four,wagon,4wd,front,ohc,four,2bbl,7898.0,8126.815006265665
156,0,95.7,169.7,63.6,59.1,3110,92,3.05,3.03,9.0,62,4800,27,32,toyota,gas,std,four,wagon,4wd,front,ohc,four,2bbl,8778.0,9484.961061090227
157,0,95.7,166.3,64.4,53.0,2081,98,3.19,3.03,9.0,70,4800,30,37,toyota,gas,std,four,sedan,fwd,front,ohc,four,2bbl,6938.0,7472.330137844609
158,0,95.7,166.3,64.4,52.8,2109,98,3.19,3.03,9.0,70,4800,30,37,toyota,gas,std,four,hatchback,fwd,front,ohc,four,2bbl,7198.0,7645.656171679198
159,0,95.7,166.3,64.4,53.0,2275,110,3.27,3.35,22.5,56,4500,34,36,toyota,diesel,std,four,sedan,fwd,front,ohc,four,idi,7898.0,8016.521929824561
160,0,95.7,166.3,64.4,52.8,2275,110,3.27,3.35,22.5,56,4500,38,47,toyota,diesel,std,four,hatchback,fwd,front,ohc,four,idi,7788.0,7913.748120300751
161,0,95.7,166.3,64.4,53.0,2094,98,3.19,3.03,9.0,70,4800,38,47,toyota,gas,std,four,sedan,fwd,front,ohc,four,2bbl,7738.0,7535.408395989974
162,0,95.7,166.3,64.4,52.8,2122,98,3.19,3.03,9.0,70,4800,28,34,toyota,gas,std,four,hatchback,fwd,front,ohc,four,2bbl,8358.0,8271.683239348371
163,0,95.7,166.3,64.4,52.8,2140,98,3.19,3.03,9.0,70,4800,28,34,toyota,gas,std,four,sedan,fwd,front,ohc,four,2bbl,9258.0,8388.856766917292
164,1,94.5,168.7,64.0,52.6,2169,98,3.19,3.03,9.0,70,4800,29,34,toyota,gas,std,two,sedan,rwd,front,ohc,four,2bbl,8058.0,8330.688972431079
165,1,94.5,168.7,64.0,52.6,2204,98,3.19,3.03,9.0,70,4800,29,34,toyota,gas,std,two,hatchback,rwd,front,ohc,four,2bbl,8238.0,8332.173057644111
166,1,94.5,168.7,64.0,52.6,2265,98,3.24,3.08,9.4,112,6600,26,29,toyota,gas,std,two,sedan,rwd,front,dohc,four,mpfi,9298.0,10690.352474937346
167,1,94.5,168.7,64.0,52.6,2300,98,3.24,3.08,9.4,112,6600,26,29,toyota,gas,std,two,hatchback,rwd,front,dohc,four,mpfi,9538.0,10436.265241854637
168,2,98.4,176.2,65.6,52.0,2540,146,3.62,3.5,9.3,116,4800,24,30,toyota,gas,std,two,hardtop,rwd,front,ohc,four,mpfi,8449.0,10593.769580200504
169,2,98.4,176.2,65.6,52.0,2536,146,3.62,3.5,9.3,116,4800,24,30,toyota,gas,std,two,hardtop,rwd,front,ohc,four,mpfi,9639.0,10593.769580200504
170,2,98.4,176.2,65.6,52.0,2551,146,3.62,3.5,9.3,116,4800,24,30,toyota,gas,std,two,hatchback,rwd,front,ohc,four,mpfi,9989.0,10676.478790726818
171,2,98.4,176.2,65.6,52.0,2679,146,3.62,3.5,9.3,116,4800,24,30,toyota,gas,std,two,hardtop,rwd,front,ohc,four,mpfi,11199.0,11158.049843358398
172,2,98.4,176.2,65.6,52.0,2714,146,3.62,3.5,9.3,116,4800,24,30,toyota,gas,std,two,hatchback,rwd,front,ohc,four,mpfi,11549.0,11767.82456140351
173,2,98.4,176.2,65.6,53.0,2975,146,3.62,3.5,9.3,116,4800,24,30,toyota,gas,std,two,convertible,rwd,front,ohc,four,mpfi,17669.0,13501.04013157895
174,-1,102.4,175.6,66.5,54.9,2326,122,3.31,3.54,8.7,92,4200,29,34,toyota,gas,std,four,sedan,fwd,front,ohc,four,mpfi,8948.0,10222.890100250626
175,-1,102.4,175.6,66.5,54.9,2480,110,3.27,3.35,22.5,73,4500,30,33,toyota,diesel,turbo,four,sedan,fwd,front,ohc,four,idi,10698.0,11006.565476190477
176,-1,102.4,175.6,66.5,53.9,2414,122,3.31,3.54,8.7,92,4200,27,32,toyota,gas,std,four,hatchback,fwd,front,ohc,four,mpfi,9988.0,10642.538847117792
177,-1,102.4,175.6,66.5,54.9,2414,122,3.31,3.54,8.7,92,4200,27,32,toyota,gas,std,four,sedan,fwd,front,ohc,four,mpfi,10898.0,10690.451315789473
178,-1,102.4,175.6,66.5,53.9,2458,122,3.31,3.54,8.7,92,4200,27,32,toyota,gas,std,four,hatchback,fwd,front,ohc,four,mpfi,11248.0,10657.139724310773
179,3,102.9,183.5,67.7,52.0,2976,171,3.27,3.35,9.3,161,5200,20,24,toyota,gas,std,two,hatchback,rwd,front,dohc,six,mpfi,16558.0,16002.419251224652
180,3,102.9,183.5,67.7,52.0,3016,171,3.27,3.35,9.3,161,5200,19,24,toyota,gas,std,two,hatchback,rwd,front,dohc,six,mpfi,15998.0,16002.793814382547
181,-1,104.5,187.8,66.5,54.1,3131,171,3.27,3.35,9.2,156,5200,20,24,toyota,gas,std,four,sedan,rwd,front,dohc,six,mpfi,15690.0,16260.983111187055
182,-1,104.5,187.8,66.5,54.1,3151,161,3.27,3.35,9.2,156,5200,19,24,toyota,gas,std,four,wagon,rwd,front,dohc,six,mpfi,15750.0,16027.779539758483
183,2,97.3,171.7,65.5,55.7,2261,97,3.01,3.4,23.0,52,4800,37,46,volkswagen,diesel,std,two,sedan,fwd,front,ohc,four,idi,7775.0,8138.482926065162
184,2,97.3,171.7,65.5,55.7,2209,109,3.19,3.4,9.0,85,5250,27,34,volkswagen,gas,std,two,sedan,fwd,front,ohc,four,mpfi,7975.0,8541.700146198831
185,2,97.3,171.7,65.5,55.7,2264,97,3.01,3.4,23.0,52,4800,37,46,volkswagen,diesel,std,four,sedan,fwd,front,ohc,four,idi,7995.0,8138.482926065162
186,2,97.3,171.7,65.5,55.7,2212,109,3.19,3.4,9.0,85,5250,27,34,volkswagen,gas,std,four,sedan,fwd,front,ohc,four,mpfi,8195.0,8541.700146198831
187,2,97.3,171.7,65.5,55.7,2275,109,3.19,3.4,9.0,85,5250,27,34,volkswagen,gas,std,four,sedan,fwd,front,ohc,four,mpfi,8495.0,8594.904093567251
188,2,97.3,171.7,65.5,55.7,2319,97,3.01,3.4,23.0,68,4500,37,42,volkswagen,diesel,turbo,four,sedan,fwd,front,ohc,four,idi,9495.0,8710.658740601506
189,2,97.3,171.7,65.5,55.7,2300,109,3.19,3.4,10.0,100,5500,26,32,volkswagen,gas,std,four,sedan,fwd,front,ohc,four,mpfi,9995.0,9789.603059732664
190,3,94.5,159.3,64.2,55.6,2254,109,3.19,3.4,8.5,90,5500,24,29,volkswagen,gas,std,two,convertible,fwd,front,ohc,four,mpfi,11595.0,10477.098642439432
191,3,94.5,165.7,64.0,51.4,2221,109,3.19,3.4,8.5,90,5500,24,29,volkswagen,gas,std,two,hatchback,fwd,front,ohc,four,mpfi,9980.0,10049.77180451128
192,0,100.4,180.2,66.9,55.1,2661,136,3.19,3.4,8.5,110,5500,19,24,volkswagen,gas,std,four,sedan,fwd,front,ohc,five,mpfi,13295.0,14196.130270828588
193,0,100.4,180.2,66.9,55.1,2579,97,3.01,3.4,23.0,68,4500,33,38,volkswagen,diesel,turbo,four,sedan,fwd,front,ohc,four,idi,13845.0,12091.48314536341
194,0,100.4,183.1,66.9,55.1,2563,109,3.19,3.4,9.0,88,5500,25,31,volkswagen,gas,std,four,wagon,fwd,front,ohc,four,mpfi,12290.0,12115.38538011696
195,-2,104.3,188.8,67.2,56.2,2912,141,3.78,3.15,9.5,114,5400,23,28,volvo,gas,std,four,sedan,rwd,front,ohc,four,mpfi,12940.0,14999.436779448622
196,-1,104.3,188.8,67.2,57.5,3034,141,3.78,3.15,9.5,114,5400,23,28,volvo,gas,std,four,wagon,rwd,front,ohc,four,mpfi,13415.0,14991.423621553884
197,-2,104.3,188.8,67.2,56.2,2935,141,3.78,3.15,9.5,114,5400,24,28,volvo,gas,std,four,sedan,rwd,front,ohc,four,mpfi,15985.0,15178.149498746865
198,-1,104.3,188.8,67.2,57.5,3042,141,3.78,3.15,9.5,114,5400,24,28,volvo,gas,std,four,wagon,rwd,front,ohc,four,mpfi,16515.0,15269.500375939848
199,-2,104.3,188.8,67.2,56.2,3045,130,3.62,3.15,7.5,162,5100,17,22,volvo,gas,turbo,four,sedan,rwd,front,ohc,four,mpfi,18420.0,18514.157402537592
200,-1,104.3,188.8,67.2,57.5,3157,130,3.62,3.15,7.5,162,5100,17,22,volvo,gas,turbo,four,wagon,rwd,front,ohc,four,mpfi,18950.0,18849.81357421679
201,-1,109.1,188.8,68.9,55.5,2952,141,3.78,3.15,9.5,114,5400,23,28,volvo,gas,std,four,sedan,rwd,front,ohc,four,mpfi,16845.0,17618.014264828736
202,-1,109.1,188.8,68.8,55.5,3049,141,3.78,3.15,8.7,160,5300,19,25,volvo,gas,turbo,four,sedan,rwd,front,ohc,four,mpfi,19045.0,20465.55614035088
203,-1,109.1,188.8,68.9,55.5,3012,173,3.58,2.87,8.8,134,5500,18,23,volvo,gas,std,four,sedan,rwd,front,ohcv,six,mpfi,21485.0,19988.91179586751
204,-1,109.1,188.8,68.9,55.5,3217,145,3.01,3.4,23.0,106,4800,26,27,volvo,diesel,turbo,four,sedan,rwd,front,ohc,six,idi,22470.0,20752.457526391736
205,-1,109.1,188.8,68.9,55.5,3062,141,3.78,3.15,9.5,114,5400,19,25,volvo,gas,turbo,four,sedan,rwd,front,ohc,four,mpfi,22625.0,20005.817345446954
